# June 2018
# Blast hits and expectation values
# seq_id    start-end e_val
seq_id start_end exp_val
JX029494 11-684 3.02e-46
JN165307 58-863 3.02e-46
JN580204 70-413 3.02e-46
JN580197 70-413 3.02e-46
JN580191 70-413 3.02e-46
HM034939 58-872 3.02e-46
HM034935 58-872 3.02e-46
HM034892 58-872 3.02e-46
HM034920 58-872 3.02e-46
HM034912 58-872 3.02e-46
HM034907 58-872 3.02e-46
HM034902 58-872 3.02e-46
HM034897 58-872 3.02e-46
HM034893 58-872 3.02e-46
HM034889 58-1055 3.02e-46
HM034867 14184-14998 3.02e-46
HQ180096 25-659 3.02e-46
AB303224 58-872 3.02e-46
AM945848 16-830 3.02e-46
AM945847 16-830 3.02e-46
AM945846 16-830 3.02e-46
AM945751 48-862 3.02e-46
AM945743 47-861 3.02e-46
GQ220007 48-697 3.02e-46
EU294252 68-693 3.02e-46
FJ264402 22-437 3.02e-46
FJ227370 58-884 3.02e-46
AB303225 58-872 3.02e-46
EU427561 33-379 3.02e-46
EF186473 98-705 3.02e-46
EF186471 98-705 3.02e-46
DQ519051 58-872 3.02e-46
AM236888 16-866 3.02e-46
DQ385749 58-872 3.02e-46
AY596278 13736-14721 3.02e-46
AF370769 133-749 3.02e-46
AF522332 58-548 3.02e-46
AY884579 40-437 3.02e-46
AB096817 58-872 3.02e-46
AY140976 70-548 3.02e-46
KY851913 14212-14998 1.09e-45
KY851912 14212-14998 1.09e-45
KT279101 1028-242 1.09e-45
KJ492371 80-515 1.09e-45
FJ416281 79-563 1.09e-45
FJ416265 79-563 1.09e-45
KX769308 37-653 3.91e-45
KU359540 58-882 3.91e-45
KM225713 58-882 3.91e-45
KM225711 58-882 3.91e-45
KM225708 64-882 3.91e-45
KM225702 58-882 3.91e-45
JX682570 58-882 3.91e-45
JX029535 67-684 3.91e-45
JN165291 58-882 3.91e-45
JN165290 58-882 3.91e-45
JN165282 58-882 3.91e-45
JN165281 58-882 3.91e-45
JN165280 58-882 3.91e-45
JN165279 58-882 3.91e-45
JN165277 58-882 3.91e-45
JN165276 58-882 3.91e-45
FJ227458 58-882 3.91e-45
FJ227454 58-882 3.91e-45
FJ227452 58-882 3.91e-45
FJ227449 58-882 3.91e-45
FJ227447 58-882 3.91e-45
FJ227443 58-882 3.91e-45
FJ227442 58-882 3.91e-45
FJ227441 58-882 3.91e-45
FJ227433 58-882 3.91e-45
FJ227420 58-882 3.91e-45
FJ227418 58-882 3.91e-45
FJ227415 58-882 3.91e-45
FJ227413 58-882 3.91e-45
FJ227412 58-882 3.91e-45
FJ227411 58-882 3.91e-45
FJ227410 58-882 3.91e-45
FJ227408 58-882 3.91e-45
FJ227406 58-882 3.91e-45
FJ227390 58-882 3.91e-45
FJ227388 58-882 3.91e-45
FJ227376 58-882 3.91e-45
FJ227375 58-882 3.91e-45
FJ227373 58-882 3.91e-45
FJ227372 58-882 3.91e-45
FJ227357 58-882 3.91e-45
FJ227355 58-882 3.91e-45
FJ227354 58-882 3.91e-45
FJ227351 58-882 3.91e-45
FJ227350 58-882 3.91e-45
FJ227348 58-882 3.91e-45
FJ227347 58-882 3.91e-45
FJ227341 58-882 3.91e-45
FJ227339 58-882 3.91e-45
FJ227336 58-882 3.91e-45
FJ227330 58-882 3.91e-45
DQ385767 58-882 3.91e-45
DQ385762 58-882 3.91e-45
DQ385761 58-882 3.91e-45
DQ385747 58-882 3.91e-45
DQ385746 58-882 3.91e-45
DQ385742 58-882 3.91e-45
AY377322 70-882 3.91e-45
AY884576 39-437 3.91e-45
AF326273 58-882 3.91e-45
AF272991 58-882 3.91e-45
KY754174 61-866 1.41e-44
KY851955 14184-14998 1.41e-44
KY851954 14184-14998 1.41e-44
KY851942 14184-14998 1.41e-44
KY851940 14184-14998 1.41e-44
KY851939 14184-14998 1.41e-44
KY851925 14184-14998 1.41e-44
KY851894 14187-15001 1.41e-44
KY851893 14187-15001 1.41e-44
KY689892 79-875 1.41e-44
KY689891 79-875 1.41e-44
KX769359 36-652 1.41e-44
KX769303 4-737 1.41e-44
KX769267 34-650 1.41e-44
KX769266 34-650 1.41e-44
KR338986 58-872 1.41e-44
KJ492369 80-518 1.41e-44
KJ492347 80-483 1.41e-44
KJ492339 80-518 1.41e-44
KJ492323 80-518 1.41e-44
KJ492321 80-518 1.41e-44
KJ082027 58-872 1.41e-44
KJ082013 58-872 1.41e-44
KJ082005 58-872 1.41e-44
KJ082004 58-1055 1.41e-44
KJ082003 58-1055 1.41e-44
KJ082000 58-872 1.41e-44
KJ081991 58-872 1.41e-44
KJ081989 58-872 1.41e-44
KJ081988 58-872 1.41e-44
KJ081986 58-872 1.41e-44
KJ081982 58-872 1.41e-44
KM455479 66-544 1.41e-44
KM455478 66-544 1.41e-44
KM455477 66-544 1.41e-44
KM455476 66-544 1.41e-44
KM455475 66-544 1.41e-44
KM455473 66-544 1.41e-44
KF294387 58-872 1.41e-44
KM081580 107-771 1.41e-44
JX630980 1062-581 1.41e-44
JX029685 11-684 1.41e-44
JX029718 11-684 1.41e-44
JX029573 11-684 1.41e-44
JX029545 11-684 1.41e-44
JX029517 11-684 1.41e-44
JN580195 70-413 1.41e-44
JN580192 70-413 1.41e-44
HM034937 58-872 1.41e-44
HM034931 58-872 1.41e-44
HM034921 58-872 1.41e-44
HM034905 58-872 1.41e-44
HM034914 58-872 1.41e-44
HM034895 58-872 1.41e-44
HM034894 58-872 1.41e-44
HM034901 58-872 1.41e-44
HM034888 58-872 1.41e-44
HM034885 58-872 1.41e-44
HM034878 58-872 1.41e-44
HM034873 58-872 1.41e-44
HM034872 58-872 1.41e-44
HM034869 58-872 1.41e-44
HM034870 58-872 1.41e-44
HM034868 58-872 1.41e-44
HQ343404 39-661 1.41e-44
AM945845 16-830 1.41e-44
AM945839 16-830 1.41e-44
AM945744 39-853 1.41e-44
FJ227402 58-863 1.41e-44
DQ385757 58-872 1.41e-44
MF076852 44-1043 5.05e-44
KY851960 14212-14998 5.05e-44
KJ492378 80-515 5.05e-44
KJ492374 80-515 5.05e-44
KJ492354 80-515 5.05e-44
KJ492348 80-515 5.05e-44
KF920499 1-487 5.05e-44
HQ452499 33-408 5.05e-44
HQ452495 33-408 5.05e-44
JX029578 11-650 5.05e-44
AB686630 6-415 5.05e-44
HM034884 86-872 5.05e-44
DQ385744 58-882 5.05e-44
KY851961 14184-14998 1.82e-43
KY024897 58-882 1.82e-43
KY024896 58-882 1.82e-43
KU342157 3-483 1.82e-43
KU342156 3-483 1.82e-43
KU342155 3-483 1.82e-43
KU342154 3-483 1.82e-43
KU342153 3-483 1.82e-43
KU342152 3-483 1.82e-43
KU342151 3-483 1.82e-43
KU342150 3-483 1.82e-43
KU342149 3-483 1.82e-43
KU342148 3-483 1.82e-43
KU342147 3-483 1.82e-43
KU342146 3-483 1.82e-43
KU342145 3-483 1.82e-43
KU342144 3-483 1.82e-43
KU342143 3-483 1.82e-43
KU342142 3-483 1.82e-43
KU342141 3-483 1.82e-43
KU342140 3-483 1.82e-43
KU342139 3-483 1.82e-43
KU342138 3-483 1.82e-43
KU342137 3-483 1.82e-43
KU342136 3-483 1.82e-43
KU342135 3-483 1.82e-43
KU359562 58-882 1.82e-43
KF548175 38-862 1.82e-43
KT455626 11-835 1.82e-43
KJ492324 80-515 1.82e-43
KM225703 58-882 1.82e-43
JX029627 67-684 1.82e-43
JN165296 58-882 1.82e-43
JN165289 58-882 1.82e-43
JN165288 58-882 1.82e-43
JN165287 58-882 1.82e-43
JN165278 58-882 1.82e-43
JN165275 58-882 1.82e-43
GU549957 94-396 1.82e-43
GU549955 94-396 1.82e-43
GU549952 94-396 1.82e-43
HQ343384 39-678 1.82e-43
GU167296 70-882 1.82e-43
FJ155475 42-548 1.82e-43
FJ227481 58-882 1.82e-43
FJ227470 58-882 1.82e-43
FJ227465 58-882 1.82e-43
FJ227457 58-882 1.82e-43
FJ227445 58-882 1.82e-43
FJ227444 58-882 1.82e-43
FJ227437 58-882 1.82e-43
FJ227436 58-882 1.82e-43
FJ227427 58-882 1.82e-43
FJ227409 58-882 1.82e-43
FJ227407 58-882 1.82e-43
FJ227396 58-882 1.82e-43
FJ227394 58-882 1.82e-43
FJ227385 58-882 1.82e-43
FJ227374 58-882 1.82e-43
FJ227371 58-882 1.82e-43
FJ227359 58-882 1.82e-43
FJ227356 58-882 1.82e-43
FJ227342 58-882 1.82e-43
FJ227333 58-882 1.82e-43
DQ385766 58-882 1.82e-43
DQ385763 58-882 1.82e-43
DQ385755 58-882 1.82e-43
DQ385745 58-882 1.82e-43
DQ385743 58-882 1.82e-43
KX769369 36-652 6.54e-43
KX655539 14232-14854 6.54e-43
KR004403 23-501 6.54e-43
KT960967 32-525 6.54e-43
KT960963 32-525 6.54e-43
KT960962 32-525 6.54e-43
KT960961 32-525 6.54e-43
KT279084 1047-242 6.54e-43
KT279080 1047-242 6.54e-43
KT210947 33-526 6.54e-43
KT210945 33-526 6.54e-43
KT210941 33-526 6.54e-43
KT210939 33-526 6.54e-43
KT210934 33-526 6.54e-43
KT210915 33-526 6.54e-43
KJ492368 80-518 6.54e-43
KJ082036 58-872 6.54e-43
KJ082023 58-1055 6.54e-43
KJ082001 58-872 6.54e-43
KJ081999 58-680 6.54e-43
KJ081997 58-872 6.54e-43
KJ081995 58-872 6.54e-43
KJ081993 58-680 6.54e-43
KJ081987 58-872 6.54e-43
KJ081985 58-872 6.54e-43
KF294395 58-872 6.54e-43
KF294391 58-872 6.54e-43
KF294390 58-872 6.54e-43
KM081577 107-771 6.54e-43
KF562096 58-680 6.54e-43
KJ857285 58-872 6.54e-43
KC874911 132-748 6.54e-43
KC352730 14913-15712 6.54e-43
JX630979 1066-585 6.54e-43
JX630977 1071-590 6.54e-43
JN165283 58-863 6.54e-43
HM034928 58-872 6.54e-43
HM034913 58-872 6.54e-43
HM034899 58-872 6.54e-43
HM034904 58-872 6.54e-43
HM034881 58-872 6.54e-43
HM034879 58-872 6.54e-43
HM034866 14184-14998 6.54e-43
JN629047 14184-14998 6.54e-43
HQ343402 39-661 6.54e-43
HQ343401 39-661 6.54e-43
HQ343398 39-661 6.54e-43
HQ343386 39-661 6.54e-43
HQ343385 39-661 6.54e-43
AM945755 30-844 6.54e-43
AM945745 40-854 6.54e-43
AM945741 39-853 6.54e-43
AB510443 70-548 6.54e-43
AB510430 70-548 6.54e-43
FJ906757 39-661 6.54e-43
FJ906756 39-661 6.54e-43
DQ519056 58-872 6.54e-43
DQ385759 58-872 6.54e-43
AF427334 32-846 6.54e-43
KJ492387 80-485 2.35e-42
KJ492386 80-485 2.35e-42
KJ492373 80-485 2.35e-42
KM677795 19-559 2.35e-42
KF920527 1-487 2.35e-42
KF920507 1-487 2.35e-42
KF920502 1-487 2.35e-42
KF920501 1-487 2.35e-42
KF920498 1-487 2.35e-42
KF920491 1-487 2.35e-42
KF920487 1-487 2.35e-42
KF920474 1-487 2.35e-42
KF920468 1-487 2.35e-42
HQ452496 33-408 2.35e-42
AM945742 8-794 2.35e-42
CR667789 244-607 2.35e-42
KY024898 58-882 8.46e-42
JN165285 58-882 8.46e-42
GU549951 94-396 8.46e-42
GU549950 94-396 8.46e-42
HQ343392 39-678 8.46e-42
FJ227475 58-882 8.46e-42
FJ227463 58-882 8.46e-42
FJ227462 58-882 8.46e-42
FJ227451 58-882 8.46e-42
FJ227450 58-882 8.46e-42
FJ227380 58-882 8.46e-42
FJ227379 58-882 8.46e-42
EF564699 7-363 8.46e-42
DQ519055 8-822 8.46e-42
DQ385758 58-882 8.46e-42
DQ385750 58-882 8.46e-42
AY170107 58-549 8.46e-42
AF422923 112-549 8.46e-42
KT247936 1-479 3.04e-41
KT247935 1-479 3.04e-41
KT247934 1-479 3.04e-41
KX769394 41-657 3.04e-41
KX769377 121-737 3.04e-41
KX769376 121-743 3.04e-41
KX769375 48-670 3.04e-41
KX769368 38-654 3.04e-41
KX769354 34-650 3.04e-41
KX769344 121-737 3.04e-41
KX769343 121-737 3.04e-41
KX769342 38-654 3.04e-41
KX769341 71-687 3.04e-41
KX769310 121-737 3.04e-41
KU963302 15138-15616 3.04e-41
LC160128 70-548 3.04e-41
LC160126 70-548 3.04e-41
KT960968 32-525 3.04e-41
KT960966 32-525 3.04e-41
KT960965 32-525 3.04e-41
KT279102 1047-59 3.04e-41
KT210946 33-526 3.04e-41
KT210944 33-526 3.04e-41
KT210942 33-526 3.04e-41
KT210940 33-526 3.04e-41
KT210938 33-526 3.04e-41
KT210937 33-526 3.04e-41
KT210929 33-526 3.04e-41
KT210928 33-526 3.04e-41
KT210926 33-526 3.04e-41
KT210925 33-526 3.04e-41
KT210918 33-526 3.04e-41
KT210913 33-526 3.04e-41
KT210900 33-526 3.04e-41
KJ082037 58-872 3.04e-41
KJ082020 58-872 3.04e-41
KJ081998 58-872 3.04e-41
KP119010 77-876 3.04e-41
KP119009 77-876 3.04e-41
KF920528 1-487 3.04e-41
HM034898 58-872 3.04e-41
HM034883 58-872 3.04e-41
HM034876 58-1055 3.04e-41
HQ343405 39-661 3.04e-41
HQ343393 39-661 3.04e-41
HQ343391 39-661 3.04e-41
HQ343390 39-661 3.04e-41
HQ343389 39-661 3.04e-41
HQ343388 39-661 3.04e-41
HQ343387 39-661 3.04e-41
AF120957 26-489 3.04e-41
AB510438 70-548 3.04e-41
AB510436 70-548 3.04e-41
AB510433 70-548 3.04e-41
AB510429 70-548 3.04e-41
AB510428 70-548 3.04e-41
AB510427 70-548 3.04e-41
AB510425 70-548 3.04e-41
FJ906764 39-661 3.04e-41
FJ906763 39-661 3.04e-41
FJ906762 39-661 3.04e-41
FJ906761 39-661 3.04e-41
FJ906760 39-661 3.04e-41
FJ906759 39-661 3.04e-41
FJ906758 39-661 3.04e-41
FJ227353 58-863 3.04e-41
DQ826018 58-692 3.04e-41
DQ519054 25-839 3.04e-41
AM236890 71-876 3.04e-41
AM181036 14229-14707 3.04e-41
AY389011 58-872 3.04e-41
AF404297 75-421 3.04e-41
AB046473 16091-16554 3.04e-41
AB096816 58-872 3.04e-41
AB096815 58-872 3.04e-41
X82304 70-548 3.04e-41
KF920523 1-487 1.09e-40
KF920522 1-487 1.09e-40
KF920520 1-487 1.09e-40
KF920519 1-487 1.09e-40
KF920515 1-487 1.09e-40
KF920514 1-487 1.09e-40
KF920513 1-487 1.09e-40
KF920510 1-487 1.09e-40
KF920508 1-487 1.09e-40
KF920506 1-487 1.09e-40
KF920504 1-487 1.09e-40
KF920496 1-487 1.09e-40
KF920495 1-487 1.09e-40
KF920494 1-487 1.09e-40
KF920493 1-487 1.09e-40
KF920492 1-487 1.09e-40
KF920489 1-487 1.09e-40
KF920486 1-487 1.09e-40
KF920484 1-487 1.09e-40
KF920483 1-487 1.09e-40
KF920480 1-487 1.09e-40
KF920476 1-487 1.09e-40
KF920472 1-487 1.09e-40
KF920467 1-487 1.09e-40
KF920466 1-487 1.09e-40
KF920465 1-487 1.09e-40
JN637831 1-412 1.09e-40
KT210905 33-527 3.94e-40
KP036819 91-885 3.94e-40
KP036805 91-885 3.94e-40
KP036793 91-885 3.94e-40
KP036766 91-885 3.94e-40
KP036693 91-885 3.94e-40
KC954108 37-426 3.94e-40
HQ676689 1-633 3.94e-40
JQ013766 58-692 3.94e-40
GU549954 94-396 3.94e-40
GU549953 94-396 3.94e-40
HQ343400 39-678 3.94e-40
FJ227434 58-882 3.94e-40
FJ227432 58-882 3.94e-40
FJ227416 58-882 3.94e-40
FJ227399 58-882 3.94e-40
FJ227378 58-882 3.94e-40
FJ227349 58-882 3.94e-40
FJ227340 58-882 3.94e-40
DQ519053 58-549 3.94e-40
DQ911740 1-588 3.94e-40
U06533 75-341 3.94e-40
U06517 75-341 3.94e-40
U06504 75-338 3.94e-40
KT247938 1-479 1.42e-39
KT247937 1-479 1.42e-39
KX769405 39-655 1.42e-39
KX769404 68-684 1.42e-39
KX769393 119-735 1.42e-39
KX769392 36-652 1.42e-39
KX769391 119-735 1.42e-39
KX769390 36-652 1.42e-39
KX769389 36-652 1.42e-39
KX769387 36-652 1.42e-39
KX769386 47-663 1.42e-39
KX769378 119-735 1.42e-39
KX769373 36-658 1.42e-39
KX769372 119-741 1.42e-39
KX769366 36-652 1.42e-39
KX769365 36-652 1.42e-39
KX769364 121-737 1.42e-39
KX769360 38-654 1.42e-39
KX769357 118-734 1.42e-39
KX769349 119-735 1.42e-39
KX769346 38-654 1.42e-39
KX769345 121-737 1.42e-39
KX769314 119-735 1.42e-39
KX769309 125-735 1.42e-39
KX769291 1-656 1.42e-39
KX769287 119-735 1.42e-39
KT960971 32-525 1.42e-39
KT960970 32-525 1.42e-39
KT960969 32-525 1.42e-39
KT960964 32-525 1.42e-39
KT279091 1047-59 1.42e-39
KT210948 33-526 1.42e-39
KT210936 33-526 1.42e-39
KT210935 33-526 1.42e-39
KT210933 33-526 1.42e-39
KT210932 33-526 1.42e-39
KT210931 33-526 1.42e-39
KT210927 33-526 1.42e-39
KT210923 33-526 1.42e-39
KT210921 33-526 1.42e-39
KT210920 33-526 1.42e-39
KT210919 33-526 1.42e-39
KT210916 33-526 1.42e-39
KT210914 33-526 1.42e-39
KT210911 33-526 1.42e-39
KT210910 33-526 1.42e-39
KT210909 33-526 1.42e-39
KT210908 33-526 1.42e-39
KT210907 33-526 1.42e-39
KT210906 33-526 1.42e-39
KT210904 33-526 1.42e-39
KT210903 33-526 1.42e-39
KT210901 33-526 1.42e-39
KT210899 33-526 1.42e-39
KJ716444 14908-15398 1.42e-39
KJ492326 80-450 1.42e-39
KJ082034 58-1055 1.42e-39
KJ082032 58-1055 1.42e-39
KJ082031 58-1055 1.42e-39
KJ082030 58-1055 1.42e-39
KJ082019 58-872 1.42e-39
KC352729 14906-15396 1.42e-39
JQ825235 61-551 1.42e-39
JQ825234 61-551 1.42e-39
JF894084 73-470 1.42e-39
HQ343399 39-661 1.42e-39
HQ343397 39-661 1.42e-39
HQ343394 39-661 1.42e-39
GU214277 61-866 1.42e-39
GU244438 30-508 1.42e-39
GU167293 70-548 1.42e-39
AB510417 58-548 1.42e-39
AB510416 58-548 1.42e-39
AB510415 58-548 1.42e-39
AB510414 58-548 1.42e-39
AB510413 58-548 1.42e-39
AB510412 58-548 1.42e-39
AB510411 58-548 1.42e-39
AB510410 58-548 1.42e-39
FJ906766 39-661 1.42e-39
AY619623 64-512 1.42e-39
DQ507807 96-421 1.42e-39
AM181032 14229-14707 1.42e-39
DQ502483 51-385 1.42e-39
AY267241 1-473 1.42e-39
AF404300 75-421 1.42e-39
AF404298 75-421 1.42e-39
AY321639 58-872 1.42e-39
AF127542 58-440 1.42e-39
AF127540 58-440 1.42e-39
X63726 15163-15641 1.42e-39
AY391176 2-471 1.42e-39
U06506 55-338 1.42e-39
KY316379 12293-12817 5.09e-39
KX673198 11445-11969 5.09e-39
KP036821 90-885 5.09e-39
KF920529 1-487 5.09e-39
KF920526 1-487 5.09e-39
KF920524 1-487 5.09e-39
KF920521 1-487 5.09e-39
KF920518 1-487 5.09e-39
KF920517 1-487 5.09e-39
KF920512 1-487 5.09e-39
KF920509 1-487 5.09e-39
KF920505 1-487 5.09e-39
KF920500 1-487 5.09e-39
KF920497 1-484 5.09e-39
KF920490 1-487 5.09e-39
KF920488 1-487 5.09e-39
KF920485 1-487 5.09e-39
KF920482 1-487 5.09e-39
KF920481 1-487 5.09e-39
KF920479 1-487 5.09e-39
KF920478 1-487 5.09e-39
KF920475 1-487 5.09e-39
KF920473 1-487 5.09e-39
KF920471 1-487 5.09e-39
KF920470 1-487 5.09e-39
KF920469 1-487 5.09e-39
KF920464 1-487 5.09e-39
JQ825236 71-551 5.09e-39
JQ013777 2-606 5.09e-39
EU278172 62-392 5.09e-39
EU130578 18-488 5.09e-39
KY117546 14428-15241 1.83e-38
KX062173 13-408 1.83e-38
KR911801 14307-15120 1.83e-38
KP717364 70-549 1.83e-38
KP036783 91-885 1.83e-38
KP036777 91-885 1.83e-38
KP036763 91-885 1.83e-38
KP036756 91-885 1.83e-38
KJ940311 30-374 1.83e-38
HQ993503 152-787 1.83e-38
EF987739 70-882 1.83e-38
DQ911741 1-468 1.83e-38
AY619697 1-348 1.83e-38
AF233425 85-429 1.83e-38
AF233423 84-428 1.83e-38
KX769395 56-672 6.59e-38
KX769385 118-734 6.59e-38
KX769381 36-658 6.59e-38
KX769374 48-670 6.59e-38
KX769371 44-666 6.59e-38
KX769370 36-658 6.59e-38
KX769367 118-734 6.59e-38
KX769348 121-737 6.59e-38
KX769347 38-654 6.59e-38
KX769304 36-652 6.59e-38
KX769274 118-734 6.59e-38
KX769260 36-652 6.59e-38
KU892775 14222-15036 6.59e-38
KY411596 14873-15678 6.59e-38
KT279103 1047-242 6.59e-38
KT210930 33-526 6.59e-38
KT210922 33-526 6.59e-38
KT210917 33-526 6.59e-38
KT210902 33-526 6.59e-38
KJ082033 58-1055 6.59e-38
KJ082016 58-872 6.59e-38
KJ940313 85-401 6.59e-38
KJ940312 85-386 6.59e-38
KC438457 4-401 6.59e-38
JQ825239 61-551 6.59e-38
JQ825238 61-551 6.59e-38
JQ825237 61-551 6.59e-38
JF894083 73-470 6.59e-38
HQ343403 39-661 6.59e-38
FJ752431 14874-15679 6.59e-38
AB510420 58-548 6.59e-38
AB510419 58-548 6.59e-38
AB510418 58-548 6.59e-38
FJ391216 58-549 6.59e-38
EU839469 61-866 6.59e-38
FJ906767 39-496 6.59e-38
EU278114 52-389 6.59e-38
DQ507806 21-421 6.59e-38
DQ507805 21-421 6.59e-38
DQ502637 51-385 6.59e-38
AF404299 75-421 6.59e-38
AF127535 58-440 6.59e-38
X82306 58-548 6.59e-38
X72004 15136-15614 6.59e-38
AF245013 79-551 6.59e-38
U06500 55-341 6.59e-38
KM236138 70-675 2.37e-37
KF920525 1-484 2.37e-37
KF920516 1-487 2.37e-37
KF920503 1-487 2.37e-37
KX062172 13-408 8.52e-37
KX062171 13-408 8.52e-37
KU359542 58-882 8.52e-37
KM374660 13758-14582 8.52e-37
KM374643 13758-14582 8.52e-37
KM236134 61-867 8.52e-37
KF013219 41-412 8.52e-37
JN008740 49-420 8.52e-37
HQ122510 6-602 8.52e-37
GQ220005 48-548 8.52e-37
AB287360 58-882 8.52e-37
AF279705 152-787 8.52e-37
AY239705 214-849 8.52e-37
AY239702 169-849 8.52e-37
AY239698 214-849 8.52e-37
AY239697 214-849 8.52e-37
AY239683 214-849 8.52e-37
AY124543 250-885 8.52e-37
U06498 55-341 8.52e-37
KX769350 119-735 3.06e-36
KX769286 119-741 3.06e-36
KX769261 36-652 3.06e-36
KT960972 32-525 3.06e-36
KP126050 39-852 3.06e-36
KT210912 33-526 3.06e-36
KJ940309 85-401 3.06e-36
KJ456189 61-540 3.06e-36
LN606686 61-659 3.06e-36
JF894087 73-470 3.06e-36
HQ343406 39-661 3.06e-36
GU214278 61-866 3.06e-36
AB510422 58-548 3.06e-36
AB510421 58-548 3.06e-36
AB510409 58-548 3.06e-36
AB510408 58-548 3.06e-36
FJ906765 39-661 3.06e-36
EU278116 52-389 3.06e-36
EU278115 52-389 3.06e-36
AY239711 214-839 3.06e-36
AJ430555 76-674 3.06e-36
AF422916 58-872 3.06e-36
U06518 55-341 3.06e-36
U06505 55-341 3.06e-36
JF338850 59-413 1.10e-35
EU544665 68-872 1.10e-35
EF564685 53-374 1.10e-35
AY443668 1-787 1.10e-35
KX467594 58-882 3.96e-35
KY068753 88-549 3.96e-35
KY068752 88-549 3.96e-35
KM374638 13758-14582 3.96e-35
KM374637 13771-14583 3.96e-35
KM374630 13758-14582 3.96e-35
KM374629 13758-14582 3.96e-35
KF740081 88-549 3.96e-35
KC967091 148-783 3.96e-35
KJ024169 250-885 3.96e-35
KJ456484 250-885 3.96e-35
HM640214 11104-11739 3.96e-35
EF530741 58-549 3.96e-35
DQ911748 1-468 3.96e-35
DQ911737 1-468 3.96e-35
AY239728 214-849 3.96e-35
AY239704 214-849 3.96e-35
AY239688 214-849 3.96e-35
AY239685 214-849 3.96e-35
AY239693 214-849 3.96e-35
AY239692 214-849 3.96e-35
AY239687 214-849 3.96e-35
KX769326 121-746 1.43e-34
KM058786 764-1062 1.43e-34
KU682526 64-329 1.43e-34
KT598854 75-499 1.43e-34
KT598851 75-499 1.43e-34
KT598825 75-499 1.43e-34
KJ940318 12-295 1.43e-34
KJ940316 7-290 1.43e-34
KM081579 107-435 1.43e-34
JF894096 73-470 1.43e-34
JF894088 73-470 1.43e-34
JF894086 73-470 1.43e-34
JF894085 73-470 1.43e-34
HQ343395 39-661 1.43e-34
AB503928 75-499 1.43e-34
EU839468 61-866 1.43e-34
FJ906768 39-661 1.43e-34
AB360054 2-453 1.43e-34
AF279706 122-759 1.43e-34
AY239738 214-839 1.43e-34
AY239731 169-839 1.43e-34
AY239725 214-839 1.43e-34
AY239689 214-839 1.43e-34
AY239684 214-839 1.43e-34
AF483341 152-777 1.43e-34
AF182695 152-777 1.43e-34
U06532 55-341 1.43e-34
U06501 55-341 1.43e-34
KJ914546 14679-15078 5.13e-34
JQ868798 36-360 5.13e-34
HQ993504 152-787 1.84e-33
AY239694 214-849 1.84e-33
KX769334 121-737 6.63e-33
KX769331 120-736 6.63e-33
KX769330 121-737 6.63e-33
KX769329 121-737 6.63e-33
KX769328 121-737 6.63e-33
KX769318 121-737 6.63e-33
KX769265 35-651 6.63e-33
KX769263 121-737 6.63e-33
KX769262 35-651 6.63e-33
KX769259 120-736 6.63e-33
KX769258 120-736 6.63e-33
KX769257 70-686 6.63e-33
KT598860 75-499 6.63e-33
KT598857 75-499 6.63e-33
KT598856 75-499 6.63e-33
KT598855 75-499 6.63e-33
KT598853 75-499 6.63e-33
KT598852 75-499 6.63e-33
KT598849 75-499 6.63e-33
KT598846 75-499 6.63e-33
KT598842 75-499 6.63e-33
KT598841 75-499 6.63e-33
KT598840 75-499 6.63e-33
KT598839 75-499 6.63e-33
KT598838 75-499 6.63e-33
KT598835 75-499 6.63e-33
KT598834 75-499 6.63e-33
KT598833 75-499 6.63e-33
KT598832 75-499 6.63e-33
KT598830 75-499 6.63e-33
KT598828 75-499 6.63e-33
KT598827 75-499 6.63e-33
KT598826 75-499 6.63e-33
KM092493 14221-14786 6.63e-33
KJ940320 9-292 6.63e-33
KJ940310 85-401 6.63e-33
KJ081440 14220-14785 6.63e-33
KJ456491 71-864 6.63e-33
JX092808 1-455 6.63e-33
JX119956 272-409 6.63e-33
JF795980 58-872 6.63e-33
HQ343396 39-661 6.63e-33
AB503933 75-499 6.63e-33
EU839467 61-470 6.63e-33
EU410491 13648-14129 6.63e-33
FJ158817 29-315 6.63e-33
AB287361 58-623 6.63e-33
DQ105247 64-1037 6.63e-33
AF081998 71-885 6.63e-33
MF871703 14226-14631 2.39e-32
JQ868799 36-360 2.39e-32
HQ290543 18-438 2.39e-32
AB490928 1-602 2.39e-32
AY443667 1-787 2.39e-32
DQ097176 42-447 2.39e-32
AF445754 58-347 2.39e-32
AB096811 58-347 2.39e-32
AB096810 58-347 2.39e-32
U06490 1-340 2.39e-32
JQ755928 12-767 8.58e-32
JQ755927 12-767 8.58e-32
AB503923 75-499 8.58e-32
EU531761 58-549 8.58e-32
EU531760 58-549 8.58e-32
EU531753 58-876 8.58e-32
AB085738 58-882 8.58e-32
KX769355 4-737 3.09e-31
KX769353 35-651 3.09e-31
KX769351 36-652 3.09e-31
KX769321 120-736 3.09e-31
KX769296 120-736 3.09e-31
KX769251 3-736 3.09e-31
KX769249 35-651 3.09e-31
KT213584 14434-15240 3.09e-31
KT598829 75-499 3.09e-31
KM065876 53-867 3.09e-31
KJ940321 12-295 3.09e-31
KJ940319 12-295 3.09e-31
FJ588458 71-552 3.09e-31
AB503926 75-499 3.09e-31
AB503924 75-499 3.09e-31
FJ158816 29-315 3.09e-31
